,Title,Console,Genre,Critic_Score,Total_Sales,NorthAmerica_Sales,Japan_Sales,EuropeAndAfrica_Sales,World_Sales,Release_Year
282,The Elder Scrolls III: Morrowind,XB,Role-Playing,8.2,2.86,2.09,0.03,0.63,0.11,2002
283,Assassin's Creed: Brotherhood,PS3,Action,9.1,2.85,1.87,0.11,0.57,0.3,2010
284,Madden NFL 10,X360,Sports,8.6,2.83,2.52,0.0,0.09,0.22,2009
285,BioShock,X360,Shooter,9.6,2.83,1.65,0.05,0.85,0.28,2007
286,WWE SmackDown! vs. Raw,PS2,Fighting,9.6,2.83,1.32,0.04,1.08,0.39,2004
287,Zumba Fitness 2,Wii,Sports,9.6,2.83,1.52,0.0,1.05,0.26,2011
288,Diablo III: Ultimate Evil Edition,PS4,Role-Playing,9.6,2.82,0.83,0.08,1.48,0.44,2014
289,Finding Nemo,GBA,Platform,7.0,2.82,1.59,0.04,1.05,0.14,2003
290,Gran Turismo (PSP),PSN,Racing,7.8,2.82,0.43,0.31,0.91,1.16,2009
291,Medal of Honor,PS3,Shooter,6.7,2.82,1.28,0.07,1.04,0.43,2010
292,Imagine: Fashion Designer,DS,Simulation,3.0,2.81,1.32,0.0,1.19,0.3,2007
293,Need for Speed: Hot Pursuit,PS3,Racing,8.9,2.81,1.05,0.03,1.24,0.49,2010
294,Killzone 3,PS3,Shooter,8.2,2.81,1.46,0.09,0.87,0.38,2011
295,NBA Street,PS2,Sports,8.2,2.79,2.19,0.0,0.22,0.38,2001
296,Skylanders: Spyro's Adventure,Wii,Action,8.0,2.79,1.35,0.0,1.15,0.3,2011
297,WWF SmackDown! Just Bring It,PS2,Fighting,8.0,2.79,1.19,0.04,1.15,0.41,2001
298,Mortal Kombat Trilogy,PS,Fighting,8.0,2.79,1.98,0.0,0.7,0.11,1996
299,Hot Shots Golf,PS,Sports,8.0,2.79,0.29,2.13,0.2,0.18,1998
300,A Bug's Life,PS,Platform,3.6,2.79,1.96,0.0,0.72,0.11,1998
301,Star Wars: The Force Unleashed,X360,Action,7.1,2.77,1.74,0.0,0.78,0.26,2008
302,Saints Row: The Third,X360,Action,8.3,2.77,1.26,0.07,1.14,0.3,2011
303,The Sims,PS2,Simulation,8.3,2.77,1.41,0.0,1.12,0.24,2003
304,Battlefield 3,PC,Shooter,8.9,2.76,0.89,0.0,1.44,0.43,2011
305,Need for Speed: Most Wanted (2012),PS3,Racing,8.5,2.74,0.71,0.06,1.52,0.45,2012
306,Far Cry: Primal,PS4,Action-Adventure,7.2,2.73,0.63,0.07,1.61,0.41,2016
307,L.A. Noire,X360,Adventure,9.1,2.73,1.55,0.02,0.92,0.24,2011
308,Overwatch,XOne,Shooter,8.7,2.72,1.63,0.0,0.84,0.25,2016
309,Need for Speed (2015),PS4,Racing,7.0,2.72,0.59,0.06,1.66,0.41,2015
310,Tom Clancy's Rainbow Six: Siege,XOne,Shooter,7.0,2.71,1.62,0.0,0.84,0.25,2015
311,Skate 3,X360,Sports,8.3,2.71,1.47,0.0,0.99,0.25,2010
312,Madden NFL 13,PS3,Sports,8.3,2.71,2.12,0.0,0.24,0.36,2012
313,Madden NFL 12,X360,Sports,7.8,2.7,2.43,0.0,0.11,0.16,2011
314,Call of Duty 3,X360,Shooter,8.0,2.7,1.49,0.02,0.92,0.27,2006
315,LEGO Star Wars II: The Original Trilogy,PS2,Action,8.4,2.69,1.85,0.01,0.64,0.19,2006
316,Madden NFL 11,X360,Sports,8.3,2.69,2.38,0.0,0.12,0.19,2010
317,Burnout 3: Takedown,PS2,Racing,9.3,2.68,1.23,0.0,1.11,0.34,2004
318,Mortal Kombat,GEN,Fighting,9.3,2.67,1.95,0.0,0.63,0.09,1993
319,Medal of Honor,PS,Shooter,9.3,2.67,1.44,0.0,1.09,0.14,1999
320,Call of Duty 2: Big Red One,PS2,Shooter,8.5,2.67,1.48,0.01,0.92,0.26,2005
321,Final Fantasy XIII-2,PS3,Role-Playing,8.3,2.66,0.78,0.89,0.75,0.23,2012
322,Medal of Honor Heroes,PSP,Shooter,6.7,2.66,0.86,0.01,1.11,0.67,2006
323,Guitar Hero: World Tour,X360,Misc,8.6,2.66,1.78,0.0,0.64,0.25,2008
324,WWE SmackDown! Shut Your Mouth,PS2,Fighting,8.6,2.66,1.32,0.04,1.29,0.0,2002
325,Tom Clancy's Splinter Cell,PS2,Action,8.6,2.65,1.15,0.0,1.11,0.4,2003
326,Need for Speed: Shift,PS3,Racing,8.2,2.65,0.69,0.04,1.4,0.52,2009
327,Hannah Montana,DS,Action,6.5,2.65,1.59,0.0,0.8,0.26,2006
328,Medal of Honor,X360,Shooter,7.3,2.64,1.58,0.04,0.8,0.22,2010
329,NBA 2K12,X360,Sports,9.1,2.64,2.32,0.01,0.14,0.17,2011
330,Midnight Club: Street Racing,PS2,Racing,9.1,2.63,2.0,0.02,0.47,0.14,2000
331,NBA 2K19,PS4,Sports,9.1,2.63,1.69,0.03,0.44,0.47,2018
332,NBA 2K13,PS3,Sports,8.9,2.63,1.74,0.05,0.46,0.39,2012
333,FIFA Soccer 10,X360,Sports,8.9,2.62,0.6,0.01,1.79,0.23,2009
334,ESPN NFL 2K5,PS2,Sports,8.9,2.62,2.15,0.0,0.12,0.36,2004
335,Madden NFL 18,PS4,Sports,8.2,2.62,1.73,0.0,0.42,0.47,2017
336,LittleBigPlanet,PSP,Platform,8.8,2.61,0.65,0.01,1.27,0.68,2009
337,Harry Potter and the Chamber of Secrets,PS2,Adventure,8.8,2.61,0.9,0.04,1.22,0.44,2002
338,Grand Theft Auto: Episodes from Liberty City,X360,Adventure,9.0,2.6,1.08,0.03,1.22,0.27,2009
339,Streets of Rage,GEN,Action,9.0,2.6,1.86,0.11,0.55,0.08,1990
340,FIFA Soccer 09,PS3,Sports,8.6,2.59,0.49,0.04,1.63,0.43,2008
341,NBA Live 2005,PS2,Sports,8.6,2.59,2.03,0.0,0.21,0.35,2004
342,Tom Clancy's The Division,XOne,Shooter,8.6,2.59,1.54,0.0,0.82,0.24,2016
343,LEGO Star Wars: The Complete Saga,X360,Action,8.6,2.59,1.53,0.0,0.83,0.24,2007
344,WWE SmackDown vs. RAW 2007,PS2,Fighting,8.0,2.58,1.4,0.03,0.88,0.26,2006
345,Skylanders Giants,Wii,Misc,8.0,2.58,1.49,0.0,0.86,0.23,2012
346,Madden NFL 08,PS2,Sports,8.0,2.57,2.14,0.0,0.08,0.35,2007
347,NBA 2K14,X360,Sports,8.0,2.57,2.11,0.0,0.19,0.27,2013
348,Dragon Age: Origins,X360,Role-Playing,8.5,2.56,1.76,0.03,0.55,0.22,2009
349,Hot Shots Golf,PS,Sports,8.5,2.56,0.26,2.13,0.17,0.0,1998
350,FIFA 16,PS3,Sports,9.0,2.55,0.43,0.05,1.68,0.38,2015
351,Madden NFL 09,X360,Sports,8.5,2.54,2.21,0.0,0.12,0.2,2008
352,Crazy Taxi,PS2,Racing,8.2,2.52,1.13,0.06,1.12,0.22,2001
353,Tomb Raider (2013),PS3,Action,8.9,2.51,0.6,0.08,1.45,0.38,2013
354,Midnight Club: Los Angeles,PS3,Racing,8.3,2.5,1.59,0.05,0.54,0.33,2008
355,PES 2009: Pro Evolution Soccer,PS2,Sports,8.3,2.5,0.13,0.26,0.07,2.05,2008
356,Marvel: Ultimate Alliance,X360,Role-Playing,8.3,2.5,2.29,0.0,0.02,0.19,2006
357,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Action,9.8,2.49,1.84,0.0,0.56,0.09,2003
358,Mortal Kombat: Deadly Alliance,PS2,Fighting,8.2,2.49,1.81,0.0,0.52,0.15,2002
359,Game Party,Wii,Misc,2.6,2.49,1.47,0.0,0.77,0.24,2007
360,NBA 2K15,PS4,Sports,2.6,2.49,1.49,0.01,0.55,0.44,2014
361,Saints Row: The Third,PS3,Action,8.3,2.48,0.86,0.18,1.06,0.37,2011
362,Tomb Raider: The Last Revelation,PS,Action,8.3,2.48,1.15,0.06,1.14,0.13,1999
363,Madden NFL 16,XOne,Sports,8.4,2.47,2.13,0.0,0.08,0.26,2015
364,Rock Band,X360,Misc,9.1,2.47,1.93,0.0,0.33,0.21,2007
365,Assassin's Creed Origins,XOne,Action,9.1,2.47,1.34,0.0,0.92,0.22,2017
366,Minecraft,PSV,Misc,9.1,2.47,0.22,1.25,0.73,0.27,2014
367,Pure,X360,Racing,8.3,2.47,1.38,0.0,0.84,0.25,2008
368,LEGO Harry Potter: Years 1-4,Wii,Adventure,7.9,2.45,1.29,0.0,0.94,0.22,2010
369,Dying Light,PS4,Action,7.9,2.45,1.18,0.13,0.74,0.4,2015
370,Madden NFL 17,XOne,Sports,8.1,2.44,2.14,0.0,0.04,0.26,2016
371,Twisted Metal 2,PS,Racing,8.7,2.44,2.12,0.0,0.25,0.07,1996
372,uDraw Studio,Wii,Misc,8.7,2.44,1.65,0.0,0.58,0.21,2010
373,The Sims: Bustin' Out,PS2,Simulation,8.7,2.43,1.07,0.0,1.19,0.18,2003
374,Tom Clancy's Rainbow Six: Vegas 2,X360,Shooter,8.2,2.42,1.56,0.02,0.61,0.23,2008
375,Sonic Adventure,DC,Platform,8.9,2.42,1.26,0.46,0.61,0.08,1999
376,Need for Speed Carbon: Own the City,PSP,Racing,7.4,2.42,0.87,0.0,0.97,0.58,2006
377,Halo: Combat Evolved Anniversary,X360,Shooter,8.0,2.41,1.44,0.04,0.71,0.22,2011
378,Kinect: Disneyland Adventures,X360,Action-Adventure,8.5,2.41,1.73,0.02,0.43,0.23,2011
379,Need for Speed: ProStreet,PS2,Racing,8.5,2.41,0.69,0.04,0.0,1.68,2007
380,Pro Evolution Soccer 2011,PS3,Sports,6.0,2.41,0.29,0.54,1.18,0.41,2010
381,NBA 2K16,XOne,Sports,8.3,2.41,2.01,0.0,0.15,0.25,2015
382,ATV Offroad Fury,PS2,Racing,8.4,2.41,2.07,0.0,0.26,0.08,2001
383,Forza Motorsport 5,XOne,Racing,8.4,2.4,1.28,0.01,0.9,0.21,2013
384,Batman: Arkham Origins,PS3,Action-Adventure,8.4,2.4,1.08,0.04,0.88,0.4,2013
385,Midnight Club: Los Angeles,X360,Racing,8.0,2.4,1.72,0.01,0.45,0.22,2008
386,Tetris Plus,PS,Puzzle,8.0,2.4,2.1,0.0,0.24,0.07,1996
387,Madden NFL 11,PS3,Sports,8.4,2.4,2.05,0.0,0.15,0.2,2010
388,Theme Hospital,PC,Strategy,5.5,2.4,2.3,0.0,0.1,0.0,1997
389,Zumba Fitness,X360,Sports,5.5,2.39,1.74,0.0,0.45,0.2,2010
390,Frogger's Adventures: Temple of the Frog,GBA,Adventure,6.7,2.39,2.15,0.0,0.18,0.07,2001
391,Monopoly,PC,Misc,6.7,2.39,1.49,0.0,0.81,0.1,1995
392,Mortal Kombat II (US & Others sales),GEN,Fighting,6.7,2.39,1.78,0.0,0.53,0.08,1994
393,Dead Island,X360,Action,7.0,2.38,1.48,0.0,0.7,0.21,2011
394,WCW/nWo Revenge,N64,Fighting,7.0,2.38,1.94,0.03,0.39,0.02,1998
395,The Incredibles,PS2,Action,5.9,2.37,0.96,0.04,1.08,0.3,2004
396,Madden NFL 10,PS3,Sports,8.5,2.37,2.03,0.0,0.13,0.21,2009
397,Madden NFL 08,X360,Sports,8.7,2.37,2.18,0.0,0.01,0.18,2007
398,Tony Hawk's Underground 2,PS2,Sports,8.7,2.37,1.25,0.01,0.86,0.26,2004
399,Sonic's Ultimate Genesis Collection,PS3,Misc,8.1,2.36,1.39,0.0,0.64,0.33,2009
400,Destiny 2,XOne,Shooter,8.1,2.35,1.66,0.0,0.47,0.23,2017
401,LEGO Indiana Jones: The Original Adventures,Wii,Adventure,7.8,2.35,1.51,0.0,0.62,0.22,2008
402,Lego Marvel Super Heroes,X360,Action,7.8,2.34,1.26,0.0,0.87,0.21,2013
403,WWE SmackDown vs Raw 2008,PS2,Fighting,7.8,2.34,0.92,0.01,0.0,1.41,2007
404,Dragon Age: Inquisition,PS4,Role-Playing,8.6,2.34,1.07,0.08,0.8,0.38,2014
405,Kinect Sports: Season Two,X360,Sports,6.6,2.33,1.38,0.02,0.72,0.21,2011
406,Madden NFL 25,X360,Sports,7.8,2.33,2.02,0.0,0.07,0.25,2013
407,Grand Theft Auto,PS,Action,6.0,2.32,0.79,0.04,1.35,0.14,1998
408,My Fitness Coach,Wii,Sports,7.1,2.32,1.18,0.0,0.9,0.24,2008
409,Assassin's Creed IV: Black Flag,XOne,Action,8.3,2.32,1.51,0.0,0.59,0.22,2013
410,Cool Boarders 3,PS,Sports,8.3,2.31,1.65,0.1,0.46,0.1,1998
411,Need for Speed: High Stakes,PS,Racing,8.3,2.31,1.58,0.0,0.64,0.09,1999
412,The Sims 3,X360,Simulation,8.0,2.31,1.28,0.0,0.82,0.2,2010
413,LEGO Star Wars: The Complete Saga,PS3,Action,8.0,2.31,1.02,0.0,0.93,0.36,2007
414,James Bond 007: Everything or Nothing,PS2,Shooter,8.0,2.31,0.85,0.09,1.06,0.32,2004
415,Dead Island,PS3,Action,6.7,2.29,1.08,0.15,0.74,0.32,2011
416,Tomb Raider II,PC,Adventure,8.2,2.29,0.91,0.0,1.25,0.13,1997
417,LEGO Harry Potter: Years 1-4,DS,Adventure,8.0,2.29,1.07,0.0,1.0,0.22,2010
418,Pro Evolution Soccer 2010,PS3,Sports,7.0,2.28,0.3,0.46,1.27,0.26,2009
419,Need for Speed Underground 2,XB,Racing,8.0,2.28,1.38,0.0,0.8,0.1,2004
420,FIFA Soccer 09,PS2,Sports,8.0,2.28,0.38,0.01,0.07,1.82,2008
421,Madden NFL 12,PS3,Sports,7.8,2.27,1.93,0.0,0.15,0.18,2011
422,Star Wars Battlefront II (US sales),PS2,Shooter,7.8,2.27,2.18,0.0,0.07,0.02,2005
423,Borderlands 2,PS3,Shooter,7.8,2.27,1.06,0.1,0.75,0.36,2012
424,No Man's Sky,PS4,Action-Adventure,6.8,2.26,0.89,0.04,0.97,0.37,2016
425,Madden NFL 15,PS4,Sports,6.8,2.25,1.58,0.0,0.25,0.41,2014
426,Guitar Hero III: Legends of Rock,PS3,Misc,8.2,2.25,1.4,0.02,0.53,0.3,2007
427,Just Dance Kids,Wii,Misc,8.2,2.25,1.52,0.0,0.54,0.19,2010
428,Cool Boarders 2,PS,Sports,8.2,2.25,1.52,0.2,0.46,0.08,1997
429,Sonic Advance,GBA,Platform,8.2,2.24,1.19,0.22,0.71,0.13,2002
430,Call of Duty 3,Wii,Shooter,6.8,2.24,1.17,0.0,0.84,0.23,2006
431,Dance Dance Revolution X2,PS2,Simulation,6.8,2.23,1.09,0.0,0.85,0.28,2009
432,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Action,6.8,2.23,1.74,0.21,0.25,0.03,1990
433,Spyro: Season of Ice,GBA,Platform,6.8,2.23,1.29,0.0,0.83,0.11,2001
434,Prince of Persia: The Sands of Time,PS2,Adventure,9.0,2.22,0.88,0.0,1.03,0.31,2003
435,FIFA 19,XOne,Sports,9.0,2.22,0.56,0.0,1.5,0.16,2018
436,Battlefield V,PS4,Shooter,9.0,2.22,0.8,0.16,0.93,0.34,2018
437,Star Wars: The Force Unleashed,PS3,Action,6.8,2.22,1.01,0.0,0.86,0.35,2008
438,NBA 2K14,PS3,Sports,6.8,2.22,1.45,0.04,0.34,0.39,2013
439,Guitar Hero II,X360,Misc,9.2,2.21,2.01,0.0,0.02,0.17,2007
440,Madden NFL 19,PS4,Sports,9.2,2.21,1.63,0.0,0.18,0.41,2018
441,Rock Band 2,X360,Misc,9.2,2.2,1.78,0.0,0.24,0.18,2008
442,LEGO Indiana Jones: The Original Adventures,DS,Adventure,9.2,2.2,1.4,0.0,0.6,0.21,2008
443,Need for Speed: Hot Pursuit,X360,Racing,8.8,2.2,1.03,0.0,0.96,0.21,2010
444,BioShock 2,X360,Shooter,8.6,2.2,1.45,0.02,0.54,0.2,2010
445,R.B.I. Baseball,NES,Sports,8.6,2.2,0.15,2.05,0.0,0.0,1988
446,High School Musical: Makin' the Cut!,DS,Puzzle,7.3,2.2,1.06,0.0,0.9,0.23,2007
447,FIFA 15,XOne,Sports,7.9,2.19,0.64,0.0,1.39,0.16,2014
448,Skylanders SWAP Force,Wii,Platform,7.9,2.19,1.23,0.0,0.77,0.19,2013
449,Pro Evolution Soccer 2012,PS3,Sports,7.5,2.19,0.34,0.55,0.97,0.32,2011
450,Star Wars: Knights of the Old Republic,XB,Role-Playing,9.4,2.19,1.68,0.0,0.44,0.08,2003
451,Final Fantasy XIII,X360,Role-Playing,8.1,2.19,1.3,0.01,0.67,0.21,2010
452,Destiny: The Taken King,PS4,Shooter,8.1,2.18,0.97,0.05,0.8,0.36,2015
453,Need for Speed: Payback,PS4,Racing,5.8,2.18,0.62,0.04,1.18,0.34,2017
454,ATV Offroad Fury 2,PS2,Racing,8.7,2.18,1.92,0.0,0.2,0.06,2002
455,Need for Speed Rivals,PS4,Racing,8.7,2.17,0.75,0.03,1.04,0.35,2013
456,PlayerUnknown's Battlegrounds,XOne,Shooter,8.7,2.17,1.29,0.0,0.69,0.2,2017
457,Spyro Reignited Trilogy,PS4,Platform,8.7,2.17,0.75,0.0,1.07,0.35,2018
458,Your Shape featuring Jenny McCarthy,Wii,Sports,6.0,2.16,1.5,0.0,0.46,0.19,2009
459,The Sims: House Party,PC,Simulation,6.0,2.16,1.23,0.0,0.83,0.1,2001
460,PlayStation VR Worlds,PS4,Misc,6.0,2.16,0.36,0.09,1.4,0.32,2016
461,Syphon Filter 2,PS,Shooter,6.0,2.15,1.5,0.02,0.55,0.08,2000
462,Battlefield: Hardline,PS4,Shooter,6.0,2.15,0.72,0.14,0.97,0.33,2015
463,Call of Duty: Roads to Victory,PSP,Shooter,6.1,2.14,0.52,0.0,1.03,0.59,2007
464,SimCity 2000,PC,Simulation,8.0,2.14,1.2,0.0,0.84,0.1,1993
465,NBA 2K12,PS3,Sports,9.0,2.13,1.62,0.05,0.27,0.18,2011
466,Dance Dance Revolution Extreme,PS2,Simulation,9.0,2.13,1.04,0.0,0.81,0.27,2004
467,Demon Attack,2600,Shooter,9.0,2.13,1.99,0.0,0.12,0.02,1982
468,Borderlands,PS3,Shooter,8.2,2.12,1.22,0.0,0.61,0.29,2009
469,Mortal Kombat (2011),X360,Fighting,8.6,2.12,1.64,0.0,0.31,0.17,2011
470,Tony Hawk's Pro Skater,N64,Sports,9.3,2.11,1.68,0.0,0.4,0.03,2000
471,Need for Speed: Hot Pursuit 2,PS2,Racing,8.7,2.11,1.68,0.02,0.31,0.09,2002
472,PES 2009: Pro Evolution Soccer,PS3,Sports,7.7,2.11,0.11,0.4,1.34,0.26,2008
473,NBA 2K11,X360,Sports,8.8,2.11,1.86,0.01,0.12,0.13,2010
474,Scooby-Doo! Night of 100 Frights,PS2,Platform,8.8,2.1,1.17,0.0,0.72,0.22,2002
475,Battlefield 4,XOne,Shooter,8.8,2.09,1.26,0.0,0.65,0.19,2013
476,Finding Nemo,PS2,Action,8.8,2.09,1.26,0.05,0.6,0.18,2003
477,Madden NFL 15,X360,Sports,8.8,2.09,1.8,0.0,0.06,0.22,2014
478,Grand Theft Auto: Episodes from Liberty City,PS3,Adventure,9.0,2.09,0.62,0.13,0.99,0.34,2010
479,Need for Speed: Most Wanted 5-1-0,PSP,Racing,7.4,2.09,1.77,0.02,0.13,0.17,2005
480,Just Dance 2015,Wii,Music,7.4,2.09,1.0,0.0,0.91,0.18,2014
481,Tetris Worlds,PS2,Puzzle,7.4,2.08,1.11,0.0,0.71,0.27,2002
482,Metal Gear Solid: Peace Walker,PSP,Action,8.6,2.08,0.46,0.96,0.42,0.25,2010
483,Rock Band,Wii,Misc,8.2,2.08,1.33,0.0,0.56,0.2,2008
484,Sim Theme Park,PC,Strategy,8.1,2.08,2.04,0.0,0.04,0.0,1999
485,Wipeout: The Game,Wii,Misc,8.1,2.08,1.94,0.0,0.0,0.14,2010
486,Portal 2,X360,Shooter,9.6,2.08,1.41,0.01,0.49,0.17,2011
487,UFC 2009 Undisputed,X360,Fighting,8.4,2.07,1.48,0.0,0.39,0.19,2009
488,Spec Ops: Airborne Commando,PS,Shooter,8.4,2.07,1.54,0.0,0.46,0.08,2002
489,Dance Dance Revolution: Hottest Party,Wii,Simulation,8.4,2.07,1.35,0.0,0.53,0.19,2007
490,Rise of the Tomb Raider,PS4,Adventure,8.4,2.07,0.61,0.05,1.08,0.32,2016
491,The Sims 2: Pets,DS,Simulation,4.8,2.07,0.92,0.0,0.93,0.22,2006
492,Call of Duty 2,X360,Shooter,8.8,2.06,1.84,0.01,0.04,0.16,2005
493,R4: Ridge Racer Type 4,PS,Racing,9.1,2.06,0.68,0.79,0.46,0.13,1999
494,The Incredibles,GBA,Action,5.4,2.06,1.15,0.04,0.77,0.1,2004
495,Toy Story 3: The Video Game,DS,Action,5.4,2.06,0.89,0.02,0.95,0.21,2010
496,Hitman: Absolution,PS3,Action,5.4,2.06,0.59,0.07,1.08,0.32,2012
497,Tom Clancy's Splinter Cell: Conviction,X360,Action,8.6,2.06,1.2,0.04,0.62,0.19,2010
498,Need for Speed: Undercover,PS3,Racing,5.9,2.06,0.63,0.05,1.01,0.38,2008
499,Famista '89 - Kaimaku Han!!,NES,Sports,5.9,2.05,0.0,2.05,0.0,0.0,1989
500,Dark Souls,PS3,Role-Playing,9.0,2.05,0.75,0.54,0.53,0.22,2011
501,Mortal Kombat vs DC Universe,PS3,Fighting,7.6,2.05,1.52,0.0,0.29,0.25,2008
502,The Elder Scrolls Online: Tamriel Unlimited,PS4,MMO,7.6,2.05,0.74,0.0,0.98,0.33,2015
503,Need for Speed: ProStreet,X360,Racing,7.1,2.05,1.04,0.01,0.79,0.21,2007
504,NBA Jam,GEN,Sports,7.1,2.05,1.75,0.0,0.25,0.05,1993
505,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,Shooter,7.1,2.04,1.74,0.0,0.02,0.28,2006
506,Dragon Quest XI: Echoes of an Elusive Age,PS4,Role-Playing,9.5,2.04,0.29,1.43,0.22,0.1,2018
507,PGR4 - Project Gotham Racing 4,X360,Racing,8.6,2.04,0.48,0.02,1.28,0.25,2007
508,Need for Speed: ProStreet,PS3,Racing,7.2,2.04,0.73,0.04,0.91,0.36,2007
509,NBA 2K17,XOne,Sports,8.8,2.04,1.7,0.0,0.12,0.21,2016
510,Dance Central 2,X360,Music,8.6,2.04,1.45,0.01,0.41,0.16,2011
511,Carnival Games,DS,Misc,8.6,2.04,1.22,0.0,0.63,0.19,2008
512,Middle-Earth: Shadow of War,PS4,Action,8.6,2.04,0.82,0.06,0.84,0.33,2017
513,Peter Jackson's King Kong: The Official Game of the Movie,PS2,Action,8.6,2.04,0.71,0.0,1.02,0.31,2005
514,Madden NFL 25,PS3,Sports,7.5,2.04,1.62,0.0,0.03,0.38,2013
515,NBA Live 2004,PS2,Sports,7.5,2.03,1.57,0.0,0.18,0.27,2003
516,Skate 3,PS3,Sports,7.5,2.03,0.79,0.0,0.93,0.32,2010
517,Rayman Raving Rabbids: TV Party,Wii,Misc,7.1,2.03,0.72,0.0,1.08,0.23,2008
518,The Sims 3,PS3,Simulation,8.1,2.03,0.73,0.02,0.96,0.31,2010
519,NBA 2K18,XOne,Sports,7.7,2.02,1.67,0.0,0.14,0.21,2017
520,Rocket League,PS4,Sports,8.7,2.02,0.37,0.0,1.34,0.31,2016
521,Just Dance 3,X360,Misc,5.5,2.02,1.47,0.0,0.39,0.16,2011
522,Need for Speed: The Run,PS3,Racing,6.3,2.01,0.58,0.03,1.05,0.35,2011
523,Call of Duty: Black Ops 3,X360,Shooter,6.3,2.01,1.36,0.0,0.47,0.19,2015
524,TouchMaster,DS,Puzzle,6.9,2.0,0.48,0.0,1.27,0.24,2007
525,Dead Space,PS3,Shooter,8.9,2.0,1.05,0.0,0.66,0.29,2008
526,Tenchu: Stealth Assassins,PS,Action,8.8,1.99,0.95,0.27,0.64,0.13,1998
527,Harry Potter and the Chamber of Secrets,GBA,Adventure,7.2,1.99,1.21,0.05,0.64,0.09,2002
528,Mortal Kombat vs DC Universe,X360,Fighting,7.6,1.99,1.58,0.0,0.23,0.18,2008
529,Harry Potter and the Chamber of Secrets,PS,Adventure,7.6,1.98,0.75,0.02,1.09,0.12,2002
530,Just Cause 3,PS4,Action-Adventure,7.5,1.98,0.53,0.09,1.07,0.3,2015
531,Dishonored 2,PS4,Action,7.5,1.97,0.62,0.01,1.02,0.31,2016
532,E.T.: The Extra Terrestrial,2600,Action,7.5,1.97,1.84,0.0,0.11,0.02,1982
533,Resident Evil 6,X360,Action,7.5,1.97,1.12,0.07,0.61,0.16,2012
534,BioShock Infinite,X360,Shooter,7.5,1.97,1.22,0.02,0.55,0.18,2013
535,Spyro: Enter the Dragonfly,PS2,Platform,7.5,1.97,0.74,0.0,0.95,0.28,2002
536,Hot Shots Golf: Open Tee,PSP,Sports,8.4,1.96,0.5,0.63,0.5,0.33,2005
537,Lego Marvel Super Heroes,PS3,Action,8.4,1.96,0.77,0.01,0.85,0.32,2013
538,Call of Duty: Black Ops 3,PS3,Shooter,8.4,1.95,0.65,0.07,0.92,0.3,2015
539,NBA Street Vol. 2,PS2,Sports,8.4,1.95,1.69,0.0,0.2,0.06,2003
540,Tom Clancy's Rainbow Six: Vegas,X360,Shooter,8.8,1.95,1.09,0.02,0.65,0.2,2006
541,Grand Theft Auto: San Andreas,XB,Action,9.2,1.95,1.26,0.0,0.61,0.09,2005
542,Star Wars: Dark Forces,PC,Shooter,9.2,1.95,1.09,0.0,0.77,0.09,1995
543,Crash Nitro Kart,PS2,Racing,9.2,1.95,0.74,0.0,1.01,0.2,2003
544,Burnout Paradise,PS3,Racing,9.0,1.95,1.01,0.02,0.63,0.28,2008
545,Scooby Doo and the Cyber Chase,PS,Adventure,9.0,1.94,0.59,0.0,1.23,0.13,2001
546,Tom Clancy's Ghost Recon,PS2,Shooter,9.0,1.94,1.42,0.0,0.4,0.12,2002
547,Call of Duty: World at War,Wii,Shooter,8.1,1.94,1.17,0.0,0.58,0.18,2008
548,Def Jam Vendetta,PS2,Fighting,8.1,1.94,0.95,0.0,0.74,0.25,2003
549,Forza Horizon,X360,Racing,8.1,1.94,0.82,0.04,0.94,0.16,2012
550,Destiny,X360,Misc,8.1,1.94,1.32,0.0,0.44,0.19,2014
551,Jet Moto 2,PS,Racing,8.1,1.94,1.41,0.03,0.42,0.07,1997
552,FIFA Soccer 09,X360,Sports,8.7,1.94,0.49,0.01,1.26,0.18,2008
553,X-Men Legends,PS2,Role-Playing,8.6,1.93,1.0,0.0,0.72,0.21,2004
554,Virtua Fighter 2,SAT,Fighting,8.6,1.93,0.34,1.3,0.26,0.03,1996
555,Mortal Kombat II,SNES,Fighting,8.6,1.93,1.48,0.0,0.39,0.06,1994
556,The Sims: Makin' Magic,PC,Simulation,8.6,1.92,1.03,0.0,0.8,0.09,2003
557,The Legend of Zelda: Oracle of Ages,GBC,Adventure,9.4,1.92,0.92,0.41,0.53,0.06,2001
558,Guitar Hero: World Tour,PS3,Misc,8.5,1.92,1.1,0.0,0.55,0.27,2008
559,Star Wars Battlefront II (2017),XOne,Shooter,8.5,1.92,1.15,0.0,0.59,0.17,2017
560,Red Faction,PS2,Shooter,9.1,1.92,0.76,0.0,0.96,0.2,2001
561,MX Unleashed,PS2,Racing,9.1,1.92,0.94,0.0,0.73,0.25,2004
562,Lego Marvel Super Heroes,PS4,Action,9.1,1.91,0.59,0.01,1.0,0.3,2013
563,Madden NFL 18,XOne,Sports,8.8,1.91,1.63,0.0,0.07,0.2,2017
564,Need for Speed: Shift,X360,Racing,8.2,1.91,0.73,0.01,0.96,0.22,2009
