Campaign_ID,Conversion_Rate,ROI,Location,Language,Engagement_Score_Segment
1177,0.06,5.31,Houston,German,Greater than or equal to 7
1178,0.09,2.77,Chicago,Spanish,Greater than or equal to 7
1179,0.09,2.36,Miami,Mandarin,Greater than or equal to 7
1181,0.08,6.21,Chicago,German,Greater than or equal to 7
1182,0.06,2.66,Houston,English,Greater than or equal to 7
1184,0.08,3.42,New York,English,Greater than or equal to 7
1187,0.15,7.02,Los Angeles,French,Greater than or equal to 7
1190,0.03,2.41,Chicago,German,Greater than or equal to 7
1193,0.15,6.52,New York,French,Greater than or equal to 7
1194,0.12,6.71,Los Angeles,French,Greater than or equal to 7
1195,0.13,4.89,Miami,Spanish,Greater than or equal to 7
1196,0.07,4.22,Miami,German,Greater than or equal to 7
1203,0.01,4.02,Los Angeles,German,Greater than or equal to 7
1204,0.14,3.58,Houston,Mandarin,Greater than or equal to 7
1205,0.12,3.45,New York,Spanish,Greater than or equal to 7
1207,0.14,3.91,Los Angeles,German,Greater than or equal to 7
1208,0.15,3.87,Miami,German,Greater than or equal to 7
1209,0.1,5.24,New York,Mandarin,Greater than or equal to 7
1210,0.11,4.51,Houston,French,Greater than or equal to 7
1212,0.04,6.48,Los Angeles,Spanish,Greater than or equal to 7
1214,0.09,2.81,Houston,Mandarin,Greater than or equal to 7
1223,0.11,5.77,Miami,Mandarin,Greater than or equal to 7
1224,0.08,3.27,Chicago,German,Greater than or equal to 7
1226,0.01,3.31,Los Angeles,English,Greater than or equal to 7
1229,0.14,7.4,Miami,Spanish,Greater than or equal to 7
1230,0.12,4.07,Los Angeles,Mandarin,Greater than or equal to 7
1231,0.05,7.67,Los Angeles,Mandarin,Greater than or equal to 7
1235,0.15,6.21,Chicago,German,Greater than or equal to 7
1237,0.06,6.77,Houston,French,Greater than or equal to 7
1239,0.14,5.97,Houston,Mandarin,Greater than or equal to 7
1241,0.11,6.34,Houston,English,Greater than or equal to 7
1242,0.09,7.78,Chicago,English,Greater than or equal to 7
1243,0.06,7.56,Miami,English,Greater than or equal to 7
1246,0.07,5.65,New York,English,Greater than or equal to 7
1247,0.06,2.58,Chicago,Spanish,Greater than or equal to 7
1250,0.11,3.03,New York,Spanish,Greater than or equal to 7
1252,0.03,6.12,Chicago,Mandarin,Greater than or equal to 7
1253,0.06,2.34,New York,Mandarin,Greater than or equal to 7
1255,0.07,5.91,Miami,French,Greater than or equal to 7
1256,0.03,5.99,Los Angeles,German,Greater than or equal to 7
1258,0.06,3.16,Chicago,English,Greater than or equal to 7
1260,0.08,2.29,Los Angeles,Mandarin,Greater than or equal to 7
1263,0.12,2.66,Chicago,Spanish,Greater than or equal to 7
1265,0.02,6.73,Chicago,Spanish,Greater than or equal to 7
1268,0.04,7.53,Los Angeles,English,Greater than or equal to 7
1270,0.1,6.65,Los Angeles,English,Greater than or equal to 7
1273,0.03,7,New York,Spanish,Greater than or equal to 7
1278,0.03,4.14,New York,Spanish,Greater than or equal to 7
1279,0.01,4.68,Houston,German,Greater than or equal to 7
1281,0.07,3.34,Los Angeles,Spanish,Greater than or equal to 7
1282,0.03,4.89,Miami,English,Greater than or equal to 7
1292,0.03,5.23,Houston,Mandarin,Greater than or equal to 7
1293,0.15,7.21,New York,Mandarin,Greater than or equal to 7
1299,0.08,7.14,Miami,German,Greater than or equal to 7
1300,0.14,6.29,Los Angeles,English,Greater than or equal to 7
1301,0.14,4.06,Miami,English,Greater than or equal to 7
1303,0.12,6.2,Miami,English,Greater than or equal to 7
1305,0.03,5.48,New York,Mandarin,Greater than or equal to 7
1307,0.14,3.07,Houston,Mandarin,Greater than or equal to 7
1310,0.14,5.8,New York,English,Greater than or equal to 7
1313,0.06,2.97,New York,Spanish,Greater than or equal to 7
1314,0.07,5.16,Miami,French,Greater than or equal to 7
1316,0.13,2.07,Miami,German,Greater than or equal to 7
1317,0.07,7.96,Los Angeles,English,Greater than or equal to 7
1327,0.14,6.92,Houston,German,Greater than or equal to 7
1335,0.12,2.31,Miami,French,Greater than or equal to 7
1336,0.08,6.85,New York,German,Greater than or equal to 7
1337,0.08,5.46,New York,French,Greater than or equal to 7
1347,0.04,3.77,Miami,Spanish,Greater than or equal to 7
1355,0.02,7.22,Houston,French,Greater than or equal to 7
1359,0.14,6.26,Los Angeles,German,Greater than or equal to 7
1360,0.01,4.93,Miami,English,Greater than or equal to 7
1365,0.1,2.91,Chicago,Spanish,Greater than or equal to 7
1366,0.03,3.7,New York,English,Greater than or equal to 7
1368,0.03,2.93,Miami,German,Greater than or equal to 7
1372,0.04,2.16,New York,French,Greater than or equal to 7
1374,0.03,7.09,Houston,French,Greater than or equal to 7
1377,0.06,3.27,New York,Mandarin,Greater than or equal to 7
1380,0.04,3.37,Houston,French,Greater than or equal to 7
1381,0.04,2,New York,English,Greater than or equal to 7
1383,0.03,5.7,Los Angeles,German,Greater than or equal to 7
1384,0.06,2.68,New York,Mandarin,Greater than or equal to 7
1385,0.08,4.88,Houston,Spanish,Greater than or equal to 7
1386,0.06,3.61,New York,French,Greater than or equal to 7
1388,0.12,2.54,Miami,Spanish,Greater than or equal to 7
1394,0.11,7.16,Chicago,French,Greater than or equal to 7
1397,0.09,4.87,Chicago,Mandarin,Greater than or equal to 7
1398,0.08,7.36,Houston,Spanish,Greater than or equal to 7
1402,0.04,4.02,Houston,Mandarin,Greater than or equal to 7
1403,0.12,7.32,Chicago,English,Greater than or equal to 7
1404,0.01,4.62,Houston,French,Greater than or equal to 7
1406,0.08,6.05,New York,Mandarin,Greater than or equal to 7
1407,0.09,6.11,New York,English,Greater than or equal to 7
1408,0.1,4.03,Los Angeles,English,Greater than or equal to 7
1412,0.03,6.77,Los Angeles,Spanish,Greater than or equal to 7
1414,0.03,5.85,Chicago,English,Greater than or equal to 7
1417,0.04,7.48,Houston,German,Greater than or equal to 7
1418,0.05,6.68,New York,German,Greater than or equal to 7
1420,0.07,4.41,Los Angeles,Spanish,Greater than or equal to 7
1429,0.06,7.95,Chicago,Spanish,Greater than or equal to 7
1430,0.08,6.17,Los Angeles,Spanish,Greater than or equal to 7
1431,0.1,4.26,Chicago,French,Greater than or equal to 7
1435,0.11,2.58,New York,English,Greater than or equal to 7
1436,0.06,7.48,New York,English,Greater than or equal to 7
1438,0.1,7.96,Los Angeles,English,Greater than or equal to 7
1439,0.1,7.53,Los Angeles,Spanish,Greater than or equal to 7
1440,0.02,7.81,New York,German,Greater than or equal to 7
1442,0.09,6.37,New York,Mandarin,Greater than or equal to 7
1444,0.01,5.66,Houston,German,Greater than or equal to 7
1445,0.04,5.14,New York,French,Greater than or equal to 7
1446,0.11,3.75,New York,Mandarin,Greater than or equal to 7
1449,0.09,3.83,New York,Mandarin,Greater than or equal to 7
1451,0.06,4.55,Los Angeles,Mandarin,Greater than or equal to 7
1453,0.1,4.72,Houston,English,Greater than or equal to 7
1455,0.04,3.49,Houston,French,Greater than or equal to 7
1456,0.04,5.81,Miami,Spanish,Greater than or equal to 7
1461,0.1,7.42,Miami,Mandarin,Greater than or equal to 7
1463,0.06,3.26,Los Angeles,German,Greater than or equal to 7
1464,0.09,4.16,Chicago,Spanish,Greater than or equal to 7
1465,0.11,4.19,Houston,German,Greater than or equal to 7
1466,0.05,3.64,Miami,German,Greater than or equal to 7
1467,0.11,5.97,New York,German,Greater than or equal to 7
1469,0.12,4.76,Chicago,Spanish,Greater than or equal to 7
1472,0.07,2.96,Los Angeles,Mandarin,Greater than or equal to 7
1476,0.14,3.41,Los Angeles,English,Greater than or equal to 7
1481,0.12,4.07,Los Angeles,Spanish,Greater than or equal to 7
1486,0.02,4.48,Los Angeles,English,Greater than or equal to 7
1487,0.15,6.62,Chicago,French,Greater than or equal to 7
1489,0.08,4.06,New York,German,Greater than or equal to 7
1493,0.14,5.55,Los Angeles,Mandarin,Greater than or equal to 7
1494,0.11,5.45,New York,German,Greater than or equal to 7
1496,0.09,4.26,New York,French,Greater than or equal to 7
1499,0.06,6.22,Los Angeles,Spanish,Greater than or equal to 7
1506,0.13,2.19,Chicago,German,Greater than or equal to 7
1508,0.06,4.71,Los Angeles,English,Greater than or equal to 7
1509,0.11,2.18,Houston,Spanish,Greater than or equal to 7
1516,0.06,6.62,Miami,Spanish,Greater than or equal to 7
1517,0.08,3.32,Chicago,English,Greater than or equal to 7
1521,0.13,2.5,Los Angeles,German,Greater than or equal to 7
1522,0.04,4.4,Chicago,French,Greater than or equal to 7
1526,0.06,6.53,Los Angeles,German,Greater than or equal to 7
1527,0.15,5.7,Los Angeles,Spanish,Greater than or equal to 7
1531,0.08,4,Miami,English,Greater than or equal to 7
1536,0.1,4.01,Chicago,German,Greater than or equal to 7
1538,0.07,6.92,New York,German,Greater than or equal to 7
1541,0.05,4.95,New York,Spanish,Greater than or equal to 7
1547,0.15,2.91,Chicago,English,Greater than or equal to 7
1551,0.01,6.34,Miami,English,Greater than or equal to 7
1552,0.09,2.43,Chicago,English,Greater than or equal to 7
1556,0.14,7.34,Chicago,English,Greater than or equal to 7
1557,0.14,6.7,Chicago,French,Greater than or equal to 7
1562,0.14,6.99,Chicago,English,Greater than or equal to 7
1563,0.03,5.64,Houston,Mandarin,Greater than or equal to 7
1564,0.05,5.38,Houston,Mandarin,Greater than or equal to 7
1569,0.02,2.71,Chicago,Spanish,Greater than or equal to 7
1575,0.11,6.2,Miami,English,Greater than or equal to 7
1576,0.07,3.99,New York,English,Greater than or equal to 7
1578,0.01,7.9,Miami,Spanish,Greater than or equal to 7
1581,0.06,6.52,Houston,German,Greater than or equal to 7
1582,0.12,6.36,New York,French,Greater than or equal to 7
1583,0.1,4.77,Houston,English,Greater than or equal to 7
1586,0.1,4.18,Chicago,Mandarin,Greater than or equal to 7
1590,0.06,5.51,New York,French,Greater than or equal to 7
1593,0.07,5.52,Chicago,Spanish,Greater than or equal to 7
1594,0.03,4.61,Houston,English,Greater than or equal to 7
1598,0.03,3.62,Chicago,German,Greater than or equal to 7
1599,0.12,5.51,Miami,Mandarin,Greater than or equal to 7
1600,0.04,5.08,Chicago,Mandarin,Greater than or equal to 7
1608,0.14,6.49,Houston,Spanish,Greater than or equal to 7
1610,0.06,3.23,Los Angeles,German,Greater than or equal to 7
1612,0.13,3.1,Los Angeles,Spanish,Greater than or equal to 7
1614,0.03,4.87,Los Angeles,English,Greater than or equal to 7
1615,0.08,2.03,New York,Mandarin,Greater than or equal to 7
1618,0.08,3.83,Chicago,French,Greater than or equal to 7
1621,0.06,6.41,Houston,Spanish,Greater than or equal to 7
1623,0.06,4.68,Chicago,Spanish,Greater than or equal to 7
1624,0.14,5.18,Los Angeles,Mandarin,Greater than or equal to 7
1625,0.15,4.76,Chicago,Spanish,Greater than or equal to 7
1628,0.15,2.87,Miami,English,Greater than or equal to 7
1630,0.08,2.42,New York,English,Greater than or equal to 7
1635,0.07,5.28,Los Angeles,French,Greater than or equal to 7
1636,0.02,5.12,Miami,German,Greater than or equal to 7
1640,0.03,5.06,New York,English,Greater than or equal to 7
1642,0.04,7.36,Houston,German,Greater than or equal to 7
1644,0.1,6.37,Los Angeles,Mandarin,Greater than or equal to 7
1646,0.1,7.85,Miami,Mandarin,Greater than or equal to 7
1648,0.05,6.69,Chicago,French,Greater than or equal to 7
1650,0.11,3.85,Houston,Spanish,Greater than or equal to 7
1653,0.11,7.78,Chicago,French,Greater than or equal to 7
1656,0.1,2.23,Chicago,French,Greater than or equal to 7
1657,0.14,5.72,Chicago,French,Greater than or equal to 7
1660,0.15,4.97,Miami,German,Greater than or equal to 7
1663,0.13,2.55,Chicago,French,Greater than or equal to 7
1665,0.05,2.49,Miami,English,Greater than or equal to 7
1668,0.11,3.39,Chicago,German,Greater than or equal to 7
1670,0.04,3.84,Houston,Spanish,Greater than or equal to 7
1672,0.05,4.5,Houston,Spanish,Greater than or equal to 7
1676,0.05,5.21,Los Angeles,French,Greater than or equal to 7
1677,0.07,7.16,Houston,Mandarin,Greater than or equal to 7
1682,0.09,2.43,Chicago,German,Greater than or equal to 7
1683,0.04,7.42,Chicago,German,Greater than or equal to 7
1689,0.08,4.97,Los Angeles,Spanish,Greater than or equal to 7
1693,0.08,3.25,Chicago,French,Greater than or equal to 7
1695,0.05,3.38,New York,French,Greater than or equal to 7
1704,0.11,4.69,New York,German,Greater than or equal to 7
1708,0.11,2.84,Chicago,Mandarin,Greater than or equal to 7
1709,0.14,7.03,Chicago,Mandarin,Greater than or equal to 7
1715,0.02,2.23,Miami,Mandarin,Greater than or equal to 7
1718,0.14,4.77,Chicago,Spanish,Greater than or equal to 7
1726,0.13,7.63,Miami,French,Greater than or equal to 7
1728,0.15,6.48,New York,Spanish,Greater than or equal to 7
1731,0.11,5.7,Miami,Mandarin,Greater than or equal to 7
1738,0.06,3.96,Houston,English,Greater than or equal to 7
1739,0.02,5.39,Houston,English,Greater than or equal to 7
1740,0.07,7.6,Chicago,Spanish,Greater than or equal to 7
1742,0.11,6.91,Los Angeles,French,Greater than or equal to 7
1744,0.15,4.3,Houston,English,Greater than or equal to 7
1746,0.06,3.64,New York,English,Greater than or equal to 7
1752,0.14,7.36,Los Angeles,French,Greater than or equal to 7
1754,0.02,5.15,Miami,French,Greater than or equal to 7
1761,0.02,6.03,Houston,English,Greater than or equal to 7
1762,0.12,4.06,Miami,French,Greater than or equal to 7
1763,0.08,5.13,Miami,English,Greater than or equal to 7
1768,0.03,2.43,Miami,Spanish,Greater than or equal to 7
1769,0.06,3.46,Chicago,Mandarin,Greater than or equal to 7
1773,0.15,5.65,New York,French,Greater than or equal to 7
1775,0.04,7.56,Miami,Mandarin,Greater than or equal to 7
1776,0.13,3.38,New York,Mandarin,Greater than or equal to 7
1779,0.09,3.5,Los Angeles,German,Greater than or equal to 7
1783,0.13,4.41,Houston,English,Greater than or equal to 7
1786,0.08,5.5,Miami,French,Greater than or equal to 7
1787,0.05,6.22,Miami,French,Greater than or equal to 7
1788,0.05,5.78,Los Angeles,Mandarin,Greater than or equal to 7
1789,0.05,5.49,Los Angeles,Mandarin,Greater than or equal to 7
1792,0.08,6.55,Miami,French,Greater than or equal to 7
1794,0.12,4.42,Los Angeles,German,Greater than or equal to 7
1795,0.11,4.71,New York,German,Greater than or equal to 7
1800,0.09,4.83,Houston,English,Greater than or equal to 7
1801,0.11,5.77,Miami,German,Greater than or equal to 7
1803,0.12,7.19,Chicago,Spanish,Greater than or equal to 7
1804,0.14,5.08,Chicago,German,Greater than or equal to 7
1807,0.1,7.27,Houston,German,Greater than or equal to 7
1808,0.07,6.45,Los Angeles,Spanish,Greater than or equal to 7
1809,0.1,6.41,Houston,Mandarin,Greater than or equal to 7
1810,0.07,2.79,Los Angeles,Mandarin,Greater than or equal to 7
1818,0.05,5.15,New York,French,Greater than or equal to 7
1819,0.11,6.12,Chicago,Mandarin,Greater than or equal to 7
1820,0.11,5.73,Houston,French,Greater than or equal to 7
1822,0.13,2.01,Chicago,Spanish,Greater than or equal to 7
1823,0.02,4.55,Miami,German,Greater than or equal to 7
1826,0.1,7.76,New York,French,Greater than or equal to 7
1829,0.07,4.7,Miami,French,Greater than or equal to 7
1832,0.06,3.98,New York,German,Greater than or equal to 7
1833,0.05,7.51,Miami,French,Greater than or equal to 7
1834,0.02,4.63,Los Angeles,English,Greater than or equal to 7
1836,0.04,2.28,Los Angeles,Mandarin,Greater than or equal to 7
1839,0.07,5.41,New York,English,Greater than or equal to 7
1841,0.03,5.81,Los Angeles,German,Greater than or equal to 7
1842,0.1,4.51,Miami,English,Greater than or equal to 7
1845,0.14,3.37,New York,Mandarin,Greater than or equal to 7
1847,0.11,7.99,Chicago,Mandarin,Greater than or equal to 7
1850,0.06,2.62,Chicago,French,Greater than or equal to 7
1851,0.03,4.68,Houston,German,Greater than or equal to 7
1853,0.15,5.3,Chicago,French,Greater than or equal to 7
1854,0.14,7.78,Los Angeles,Mandarin,Greater than or equal to 7
1858,0.12,7.14,Chicago,Spanish,Greater than or equal to 7
1862,0.06,5.48,Miami,English,Greater than or equal to 7
1864,0.06,6.61,New York,French,Greater than or equal to 7
1865,0.05,6.98,Los Angeles,English,Greater than or equal to 7
1872,0.11,7.29,New York,French,Greater than or equal to 7
1873,0.1,7.96,Houston,German,Greater than or equal to 7
1877,0.05,5.38,Houston,French,Greater than or equal to 7
1879,0.05,3.38,Houston,French,Greater than or equal to 7
1880,0.03,2.69,Chicago,German,Greater than or equal to 7
1881,0.02,3.54,Houston,Spanish,Greater than or equal to 7
1885,0.1,2.99,Los Angeles,German,Greater than or equal to 7
1886,0.13,5.8,Los Angeles,Mandarin,Greater than or equal to 7
1887,0.05,5.4,Miami,Mandarin,Greater than or equal to 7
1893,0.1,3.27,Los Angeles,German,Greater than or equal to 7
1894,0.09,7.68,Houston,German,Greater than or equal to 7
1900,0.14,2.94,New York,Spanish,Greater than or equal to 7
1901,0.01,5.77,Chicago,Mandarin,Greater than or equal to 7
1903,0.06,4.05,Miami,Mandarin,Greater than or equal to 7
1905,0.03,6.45,Miami,German,Greater than or equal to 7
1909,0.03,7.64,New York,French,Greater than or equal to 7
1911,0.13,6.98,New York,Mandarin,Greater than or equal to 7
1916,0.05,4.12,Los Angeles,English,Greater than or equal to 7
1917,0.13,2.84,Miami,German,Greater than or equal to 7
1923,0.06,5.66,Houston,Spanish,Greater than or equal to 7
1924,0.13,4.19,Chicago,Spanish,Greater than or equal to 7
1926,0.04,6.15,Miami,French,Greater than or equal to 7
