Campaign_ID,Campaign_Type,Channel_Used,Conversion_Rate,Customer_Segment,Date,Engagement_Score_Segment,Click_Thru_Rate
750,Display,Google Ads,0.15,Health & Wellness,Wednesday,Greater than or equal to 7,0.348124428
751,Search,Instagram,0.09,Fashionistas,Thursday,Greater than or equal to 7,0.057364033
753,Influencer,Facebook,0.02,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.066198008
757,Display,Email,0.12,Health & Wellness,Wednesday,Greater than or equal to 7,0.125391149
759,Email,Website,0.04,Outdoor Adventurers,Friday,Greater than or equal to 7,0.202180377
760,Display,Email,0.14,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.39223301
762,Display,Google Ads,0.07,Foodies,Monday,Greater than or equal to 7,0.125103792
763,Search,YouTube,0.12,Fashionistas,Tuesday,Greater than or equal to 7,0.057195572
765,Influencer,Email,0.09,Foodies,Thursday,Greater than or equal to 7,0.167879278
766,Email,Facebook,0.03,Fashionistas,Friday,Greater than or equal to 7,0.037724369
767,Display,Google Ads,0.13,Health & Wellness,Saturday,Greater than or equal to 7,0.218166015
775,Display,YouTube,0.11,Health & Wellness,Sunday,Greater than or equal to 7,0.050977654
782,Display,Email,0.08,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.218275355
783,Display,YouTube,0.14,Health & Wellness,Monday,Greater than or equal to 7,0.510221465
786,Influencer,YouTube,0.14,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.026977688
789,Search,Email,0.07,Health & Wellness,Sunday,Greater than or equal to 7,0.032848804
790,Search,YouTube,0.05,Health & Wellness,Monday,Greater than or equal to 7,0.136446331
792,Email,Google Ads,0.14,Health & Wellness,Wednesday,Greater than or equal to 7,0.063703704
794,Display,Website,0.12,Foodies,Friday,Greater than or equal to 7,0.103128314
796,Display,Facebook,0.13,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.153587066
797,Influencer,Website,0.12,Health & Wellness,Monday,Greater than or equal to 7,0.092947887
799,Social Media,Google Ads,0.06,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.387109375
802,Influencer,Facebook,0.13,Health & Wellness,Saturday,Greater than or equal to 7,0.537450723
804,Display,Instagram,0.07,Outdoor Adventurers,Monday,Greater than or equal to 7,0.082044069
806,Display,Google Ads,0.13,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.023631124
808,Search,Instagram,0.06,Outdoor Adventurers,Friday,Greater than or equal to 7,0.030449687
809,Search,Instagram,0.01,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.035609552
811,Email,Email,0.08,Tech Enthusiasts,Monday,Greater than or equal to 7,0.059218234
814,Email,Facebook,0.02,Foodies,Thursday,Greater than or equal to 7,0.146621622
816,Search,Facebook,0.12,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.214830971
824,Social Media,Google Ads,0.14,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.458100559
825,Influencer,Website,0.08,Fashionistas,Monday,Greater than or equal to 7,0.044417027
828,Email,Website,0.09,Foodies,Thursday,Greater than or equal to 7,0.18796506
831,Email,Email,0.03,Fashionistas,Sunday,Greater than or equal to 7,0.047824981
833,Search,Instagram,0.08,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.077773682
840,Social Media,Website,0.12,Foodies,Tuesday,Greater than or equal to 7,0.09775641
844,Search,Instagram,0.03,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.030609183
845,Email,Email,0.09,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.043679682
848,Search,YouTube,0.01,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.083766234
849,Display,Email,0.1,Fashionistas,Thursday,Greater than or equal to 7,0.029584535
850,Search,YouTube,0.03,Foodies,Friday,Greater than or equal to 7,0.372387239
862,Social Media,Email,0.13,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.121642482
867,Search,Facebook,0.13,Fashionistas,Monday,Greater than or equal to 7,0.087883759
868,Display,Google Ads,0.09,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.212851406
876,Influencer,Instagram,0.02,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.170681987
885,Email,Email,0.14,Outdoor Adventurers,Friday,Greater than or equal to 7,0.039476462
886,Social Media,Facebook,0.07,Fashionistas,Saturday,Greater than or equal to 7,0.079065841
887,Display,Facebook,0.02,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.021000104
888,Email,Website,0.09,Outdoor Adventurers,Monday,Greater than or equal to 7,0.362015504
889,Influencer,Website,0.11,Foodies,Tuesday,Greater than or equal to 7,0.243700159
890,Influencer,YouTube,0.05,Fashionistas,Wednesday,Greater than or equal to 7,0.12140884
892,Email,Website,0.02,Fashionistas,Friday,Greater than or equal to 7,0.07896354
893,Display,Instagram,0.08,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.795728877
898,Email,Website,0.05,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.172079887
905,Search,YouTube,0.02,Foodies,Thursday,Greater than or equal to 7,0.189135802
907,Display,Instagram,0.05,Fashionistas,Saturday,Greater than or equal to 7,0.025989972
908,Influencer,Website,0.12,Fashionistas,Sunday,Greater than or equal to 7,0.200384123
910,Social Media,Facebook,0.02,Foodies,Tuesday,Greater than or equal to 7,0.017408417
913,Search,Instagram,0.15,Tech Enthusiasts,Friday,Greater than or equal to 7,0.19637883
915,Social Media,YouTube,0.14,Fashionistas,Sunday,Greater than or equal to 7,0.112093718
916,Influencer,Instagram,0.04,Health & Wellness,Monday,Greater than or equal to 7,0.023266493
917,Social Media,YouTube,0.1,Foodies,Tuesday,Greater than or equal to 7,0.096044432
918,Email,Website,0.02,Health & Wellness,Wednesday,Greater than or equal to 7,0.044723507
920,Social Media,Email,0.11,Fashionistas,Friday,Greater than or equal to 7,0.256382596
921,Influencer,Email,0.05,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.065446868
924,Email,YouTube,0.04,Foodies,Tuesday,Greater than or equal to 7,0.116442253
925,Social Media,YouTube,0.09,Foodies,Wednesday,Greater than or equal to 7,0.166445749
926,Influencer,Website,0.13,Health & Wellness,Thursday,Greater than or equal to 7,0.028985507
927,Social Media,Website,0.03,Tech Enthusiasts,Friday,Greater than or equal to 7,0.204131653
928,Social Media,YouTube,0.08,Foodies,Saturday,Greater than or equal to 7,0.162681669
930,Display,Website,0.13,Tech Enthusiasts,Monday,Greater than or equal to 7,0.461382114
933,Email,Website,0.01,Health & Wellness,Thursday,Greater than or equal to 7,0.114912281
934,Search,Website,0.09,Foodies,Friday,Greater than or equal to 7,0.129849424
938,Email,Facebook,0.02,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.136886887
944,Display,YouTube,0.11,Fashionistas,Monday,Greater than or equal to 7,0.096938776
948,Search,Instagram,0.06,Fashionistas,Friday,Greater than or equal to 7,0.104477612
949,Influencer,Email,0.03,Health & Wellness,Saturday,Greater than or equal to 7,0.066189922
952,Search,Google Ads,0.12,Fashionistas,Tuesday,Greater than or equal to 7,0.070408419
953,Social Media,Email,0.03,Fashionistas,Wednesday,Greater than or equal to 7,0.104273779
954,Display,Google Ads,0.06,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.113928447
957,Display,Email,0.13,Foodies,Sunday,Greater than or equal to 7,0.23136
958,Influencer,Email,0.01,Outdoor Adventurers,Monday,Greater than or equal to 7,0.024112456
959,Display,Instagram,0.01,Foodies,Tuesday,Greater than or equal to 7,0.175341669
960,Social Media,Facebook,0.03,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.31880109
962,Influencer,Instagram,0.05,Outdoor Adventurers,Friday,Greater than or equal to 7,0.033979294
963,Search,Email,0.14,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.183854023
965,Email,Instagram,0.15,Outdoor Adventurers,Monday,Greater than or equal to 7,0.103680599
973,Influencer,Website,0.02,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.074921706
975,Influencer,Email,0.1,Foodies,Thursday,Greater than or equal to 7,0.036869975
976,Email,Instagram,0.11,Fashionistas,Friday,Greater than or equal to 7,0.047437711
978,Influencer,Facebook,0.08,Fashionistas,Sunday,Greater than or equal to 7,0.116082735
981,Influencer,Facebook,0.13,Fashionistas,Wednesday,Greater than or equal to 7,0.139429313
982,Social Media,Facebook,0.08,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.132926466
983,Display,Google Ads,0.13,Foodies,Friday,Greater than or equal to 7,0.264787614
984,Social Media,Instagram,0.09,Health & Wellness,Saturday,Greater than or equal to 7,0.1084
991,Social Media,Website,0.14,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.134335757
999,Display,YouTube,0.15,Health & Wellness,Sunday,Greater than or equal to 7,0.037620801
1000,Search,Google Ads,0.04,Outdoor Adventurers,Monday,Greater than or equal to 7,0.206493506
1003,Search,Facebook,0.14,Fashionistas,Thursday,Greater than or equal to 7,0.202208137
1004,Search,Google Ads,0.14,Foodies,Friday,Greater than or equal to 7,0.072275677
1005,Influencer,Website,0.03,Health & Wellness,Saturday,Greater than or equal to 7,0.062895175
1010,Influencer,YouTube,0.07,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.02854524
1014,Influencer,Email,0.01,Foodies,Monday,Greater than or equal to 7,0.042910041
1015,Email,YouTube,0.1,Foodies,Tuesday,Greater than or equal to 7,0.060186418
1017,Email,YouTube,0.12,Fashionistas,Thursday,Greater than or equal to 7,0.056513301
1019,Display,Instagram,0.06,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.147690438
1021,Display,Facebook,0.04,Foodies,Monday,Greater than or equal to 7,0.054282869
1022,Social Media,Facebook,0.13,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.104677339
1024,Social Media,Email,0.08,Health & Wellness,Thursday,Greater than or equal to 7,0.163110078
1028,Display,YouTube,0.07,Outdoor Adventurers,Monday,Greater than or equal to 7,0.347526358
1030,Search,Email,0.07,Foodies,Wednesday,Greater than or equal to 7,0.054102904
1036,Social Media,Facebook,0.13,Fashionistas,Tuesday,Greater than or equal to 7,0.405737705
1039,Email,Facebook,0.11,Foodies,Friday,Greater than or equal to 7,0.142211838
1040,Social Media,Email,0.12,Fashionistas,Saturday,Greater than or equal to 7,0.109938434
1041,Search,Facebook,0.04,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.330227357
1045,Influencer,Website,0.11,Foodies,Thursday,Greater than or equal to 7,0.38944591
1049,Display,Google Ads,0.08,Fashionistas,Monday,Greater than or equal to 7,0.151234568
1053,Social Media,YouTube,0.06,Fashionistas,Friday,Greater than or equal to 7,0.156108056
1056,Display,Instagram,0.12,Tech Enthusiasts,Monday,Greater than or equal to 7,0.072145877
1062,Influencer,Email,0.03,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.133793557
1063,Display,Website,0.14,Fashionistas,Monday,Greater than or equal to 7,0.115283515
1065,Influencer,YouTube,0.05,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.313354364
1069,Social Media,Instagram,0.07,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.214206437
1074,Display,Instagram,0.02,Health & Wellness,Friday,Greater than or equal to 7,0.095509622
1076,Email,Website,0.08,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.304318259
1081,Influencer,Website,0.05,Health & Wellness,Friday,Greater than or equal to 7,0.102173568
1083,Display,Google Ads,0.09,Health & Wellness,Sunday,Greater than or equal to 7,0.177490775
1084,Search,Facebook,0.03,Foodies,Monday,Greater than or equal to 7,0.06649136
1086,Search,Facebook,0.13,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.153584672
1089,Influencer,Email,0.02,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.099391481
1091,Social Media,YouTube,0.04,Foodies,Monday,Greater than or equal to 7,0.06923154
1092,Email,Website,0.01,Health & Wellness,Tuesday,Greater than or equal to 7,0.123648827
1094,Email,Instagram,0.14,Fashionistas,Thursday,Greater than or equal to 7,0.237603306
1099,Display,YouTube,0.05,Foodies,Monday,Greater than or equal to 7,0.376194613
1104,Search,YouTube,0.02,Health & Wellness,Saturday,Greater than or equal to 7,0.034876141
1105,Social Media,Email,0.1,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.065191913
1114,Display,Email,0.06,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.076209952
1117,Search,Google Ads,0.06,Foodies,Friday,Greater than or equal to 7,0.04641443
1120,Influencer,Email,0.02,Outdoor Adventurers,Monday,Greater than or equal to 7,0.056119279
1126,Display,Instagram,0.08,Foodies,Sunday,Greater than or equal to 7,0.052160954
1128,Influencer,YouTube,0.04,Fashionistas,Tuesday,Greater than or equal to 7,0.192
1129,Influencer,Email,0.09,Foodies,Wednesday,Greater than or equal to 7,0.106847426
1132,Social Media,Instagram,0.11,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.097050237
1137,Search,Instagram,0.1,Foodies,Thursday,Greater than or equal to 7,0.194780635
1138,Influencer,Facebook,0.02,Foodies,Friday,Greater than or equal to 7,0.029087262
1139,Email,YouTube,0.14,Foodies,Saturday,Greater than or equal to 7,0.062401055
1140,Search,YouTube,0.15,Fashionistas,Sunday,Greater than or equal to 7,0.348967448
1142,Social Media,Instagram,0.1,Health & Wellness,Tuesday,Greater than or equal to 7,0.075652957
1144,Social Media,Website,0.12,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.155741589
1147,Email,Google Ads,0.13,Foodies,Sunday,Greater than or equal to 7,0.015329586
1149,Email,Google Ads,0.04,Fashionistas,Tuesday,Greater than or equal to 7,0.298911003
1152,Social Media,Google Ads,0.02,Fashionistas,Friday,Greater than or equal to 7,0.217348928
1154,Influencer,YouTube,0.14,Health & Wellness,Sunday,Greater than or equal to 7,0.118153936
1155,Search,Facebook,0.13,Health & Wellness,Monday,Greater than or equal to 7,0.431321085
1157,Display,Google Ads,0.01,Foodies,Wednesday,Greater than or equal to 7,0.092183517
1159,Search,Website,0.12,Fashionistas,Friday,Greater than or equal to 7,0.082885163
1160,Social Media,Facebook,0.12,Foodies,Saturday,Greater than or equal to 7,0.042729592
1161,Display,Instagram,0.1,Foodies,Sunday,Greater than or equal to 7,0.036998437
1165,Email,Facebook,0.14,Foodies,Thursday,Greater than or equal to 7,0.029945768
1166,Email,Google Ads,0.1,Health & Wellness,Friday,Greater than or equal to 7,0.053776941
1167,Display,Website,0.09,Fashionistas,Saturday,Greater than or equal to 7,0.099230214
1169,Email,Instagram,0.03,Tech Enthusiasts,Monday,Greater than or equal to 7,0.214025974
1171,Influencer,Email,0.06,Fashionistas,Wednesday,Greater than or equal to 7,0.214546403
1176,Search,Facebook,0.1,Outdoor Adventurers,Monday,Greater than or equal to 7,0.135558017
1177,Search,Website,0.06,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.1636072
1178,Influencer,Email,0.09,Fashionistas,Wednesday,Greater than or equal to 7,0.066364247
1179,Social Media,Facebook,0.09,Health & Wellness,Thursday,Greater than or equal to 7,0.170110388
1181,Search,Email,0.08,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.166666667
1182,Influencer,Facebook,0.06,Foodies,Sunday,Greater than or equal to 7,0.021486721
1184,Email,YouTube,0.08,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.520962199
1187,Display,Google Ads,0.15,Tech Enthusiasts,Friday,Greater than or equal to 7,0.133507853
1190,Social Media,Website,0.03,Foodies,Monday,Greater than or equal to 7,0.077870216
1193,Social Media,Google Ads,0.15,Fashionistas,Thursday,Greater than or equal to 7,0.208454206
1194,Display,Google Ads,0.12,Fashionistas,Friday,Greater than or equal to 7,0.018262411
1195,Display,Website,0.13,Fashionistas,Saturday,Greater than or equal to 7,0.081322609
1196,Social Media,Email,0.07,Health & Wellness,Sunday,Greater than or equal to 7,0.092978208
1203,Search,Facebook,0.01,Foodies,Sunday,Greater than or equal to 7,0.36872869
1204,Search,Email,0.14,Outdoor Adventurers,Monday,Greater than or equal to 7,0.111111111
1205,Email,Instagram,0.12,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.042670253
1207,Search,Website,0.14,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.142660944
1208,Search,Google Ads,0.15,Foodies,Friday,Greater than or equal to 7,0.141238887
1209,Search,Google Ads,0.1,Fashionistas,Saturday,Greater than or equal to 7,0.207246377
1210,Social Media,Facebook,0.11,Fashionistas,Sunday,Greater than or equal to 7,0.18515966
1212,Email,Email,0.04,Fashionistas,Tuesday,Greater than or equal to 7,0.0304414
1214,Influencer,Facebook,0.09,Foodies,Thursday,Greater than or equal to 7,0.390814948
1223,Email,YouTube,0.11,Health & Wellness,Saturday,Greater than or equal to 7,0.136868064
1224,Social Media,Facebook,0.08,Foodies,Sunday,Greater than or equal to 7,0.108940397
1226,Display,Facebook,0.01,Foodies,Tuesday,Greater than or equal to 7,0.057941143
1229,Display,YouTube,0.14,Foodies,Friday,Greater than or equal to 7,0.30591738
1230,Email,Instagram,0.12,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.152075812
1231,Email,Email,0.05,Health & Wellness,Sunday,Greater than or equal to 7,0.06796628
1235,Email,YouTube,0.15,Fashionistas,Thursday,Greater than or equal to 7,0.110164981
